,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
22,2020-08-04,320.21857686085997,258.46861178823457,400.23104647432984,320.21857686085997,320.21857686085997,5.9450525069208595,5.9450525069208595,5.9450525069208595,5.9450525069208595,5.9450525069208595,5.9450525069208595,0.0,0.0,0.0,326.1636293677808
23,2020-08-05,321.8924305669277,255.62598099496947,394.42219347389783,321.8924305669277,321.8924305669277,5.138764625641056,5.138764625641056,5.138764625641056,5.138764625641056,5.138764625641056,5.138764625641056,0.0,0.0,0.0,327.03119519256876
24,2020-08-06,323.56628427299546,260.00047833879177,393.3193565454008,323.5662842729954,323.5662842729954,4.31165044617828,4.31165044617828,4.31165044617828,4.31165044617828,4.31165044617828,4.31165044617828,0.0,0.0,0.0,327.87793471917377
25,2020-08-07,325.24013798075055,262.99519488708984,403.5384765183336,325.24013798075055,325.24013798075055,5.694601882317836,5.694601882317836,5.694601882317836,5.694601882317836,5.694601882317836,5.694601882317836,0.0,0.0,0.0,330.9347398630684
26,2020-08-10,330.26169910401575,255.20702367981792,406.27640959743843,330.26169910401575,330.26169910401575,2.647085736056955,2.647085736056955,2.647085736056955,2.647085736056955,2.647085736056955,2.647085736056955,0.0,0.0,0.0,332.9087848400727
27,2020-08-11,331.93555281177083,266.8497125088127,406.4868124162894,331.93555281177083,331.93555281177083,5.945052506916098,5.945052506916098,5.945052506916098,5.945052506916098,5.945052506916098,5.945052506916098,0.0,0.0,0.0,337.88060531868695
28,2020-08-12,333.6094065195259,264.57447712418735,407.8649338098181,333.6094065195259,333.6094065195259,5.138764625641736,5.138764625641736,5.138764625641736,5.138764625641736,5.138764625641736,5.138764625641736,0.0,0.0,0.0,338.74817114516765
29,2020-08-13,335.283260227281,273.026589939216,413.07048761364035,335.283260227281,335.283260227281,4.311650446164653,4.311650446164653,4.311650446164653,4.311650446164653,4.311650446164653,4.311650446164653,0.0,0.0,0.0,339.59491067344567
30,2020-08-14,336.95711393503615,272.1898206044941,414.83642062147334,336.95711393503615,336.95711393503615,5.694601882358731,5.694601882358731,5.694601882358731,5.694601882358731,5.694601882358731,5.694601882358731,0.0,0.0,0.0,342.65171581739486
31,2020-08-17,341.97867505830135,269.01485523005147,417.19974459162984,341.97867505830135,341.97867505830135,2.647085736084428,2.647085736084428,2.647085736084428,2.647085736084428,2.647085736084428,2.647085736084428,0.0,0.0,0.0,344.62576079438577
32,2020-08-18,343.65252876605643,276.52569920433115,421.8213464224234,343.65252876605643,343.65252876605643,5.945052506923087,5.945052506923087,5.945052506923087,5.945052506923087,5.945052506923087,5.945052506923087,0.0,0.0,0.0,349.59758127297954
33,2020-08-19,345.3263824291547,284.0186728906413,421.3376099654439,345.3263824291547,345.3263824291547,5.138764625642421,5.138764625642421,5.138764625642421,5.138764625642421,5.138764625642421,5.138764625642421,0.0,0.0,0.0,350.4651470547971
34,2020-08-20,347.000236092253,278.68619290821675,420.01960002104187,347.000236092253,347.000236092253,4.311650446167667,4.311650446167667,4.311650446167667,4.311650446167667,4.311650446167667,4.311650446167667,0.0,0.0,0.0,351.31188653842065
35,2020-08-21,348.67408975535125,284.4814848745577,418.97463003149187,348.67408975535125,348.67408975535125,5.6946018823556654,5.6946018823556654,5.6946018823556654,5.6946018823556654,5.6946018823556654,5.6946018823556654,0.0,0.0,0.0,354.3686916377069
36,2020-08-24,353.69565074464606,287.3490835404774,429.22135995009074,353.69565074464606,353.69565074464606,2.647085736029049,2.647085736029049,2.647085736029049,2.647085736029049,2.647085736029049,2.647085736029049,0.0,0.0,0.0,356.3427364806751
37,2020-08-25,355.36950440774433,293.9824885526884,427.8337439549335,355.36950440774433,355.36950440774433,5.94505250692987,5.94505250692987,5.94505250692987,5.94505250692987,5.94505250692987,5.94505250692987,0.0,0.0,0.0,361.3145569146742
38,2020-08-26,357.0433580708426,294.77037229757076,434.20115801407934,357.0433580708426,357.0433580708426,5.138764625643101,5.138764625643101,5.138764625643101,5.138764625643101,5.138764625643101,5.138764625643101,0.0,0.0,0.0,362.1821226964857
39,2020-08-27,358.71721173394087,294.37691744348666,429.2498008747806,358.71721173394087,358.71721173394087,4.311650446170716,4.311650446170716,4.311650446170716,4.311650446170716,4.311650446170716,4.311650446170716,0.0,0.0,0.0,363.02886218011156
40,2020-08-28,360.39106539703914,295.1466747998903,432.80213399421154,360.39106539703914,360.39106539703914,5.69460188233987,5.69460188233987,5.69460188233987,5.69460188233987,5.69460188233987,5.69460188233987,0.0,0.0,0.0,366.08566727937904
41,2020-08-31,365.4126263736878,295.5439688022153,439.8371522569963,365.4126263736878,365.4126263736878,2.647085736042144,2.647085736042144,2.647085736042144,2.647085736042144,2.647085736042144,2.647085736042144,0.0,0.0,0.0,368.0597121097299
